code,category,group,response,value,year
Q17F,Total,Total,Don't know,0.01,2018
Q17F,Total,Total,Refused,0,2018
Q17F,Total,Total,Summary: Strongly agree/Somewhat agree,0.19,2018
Q17G,Total,Total,Strongly agree,0.69,2018
Q17G,Total,Total,Somewhat agree,0.28,2018
Q17G,Total,Total,Somewhat disagree,0.01,2018
Q17G,Total,Total,Strongly disagree,0.01,2018
Q17G,Total,Total,Don't know,0.01,2018
Q17G,Total,Total,Refused,0,2018
Q17G,Total,Total,Summary: Strongly agree/Somewhat agree,0.97,2018
Q17H,Total,Total,Strongly agree,0.52,2018
Q17H,Total,Total,Somewhat agree,0.38,2018
Q17H,Total,Total,Somewhat disagree,0.01,2018
Q17H,Total,Total,Strongly disagree,0.06,2018
Q17H,Total,Total,Don't know,0.04,2018
Q17H,Total,Total,Refused,0,2018
Q17H,Total,Total,Summary: Strongly agree/Somewhat agree,0.9,2018
Q17I,Total,Total,Strongly agree,0.42,2018
Q17I,Total,Total,Somewhat agree,0.43,2018
Q17I,Total,Total,Somewhat disagree,0.08,2018
Q17I,Total,Total,Strongly disagree,0.05,2018
Q17I,Total,Total,Don't know,0.02,2018
Q17I,Total,Total,Refused,0,2018
Q17I,Total,Total,Summary: Strongly agree/Somewhat agree,0.85,2018
Q19,Total,Total,Excellent,0.32,2018
Q19,Total,Total,Very good,0.37,2018
Q19,Total,Total,Good,0.2,2018
Q19,Total,Total,Fair,0.1,2018
Q19,Total,Total,Poor,0.01,2018
Q19,Total,Total,Don't know,0,2018
Q19,Total,Total,Refused,0,2018
Q19,Total,Total,Summary: Excellent/Very Good,0.69,2018
Q20,Total,Total,Not at all satisfied,0.02,2018
Q20,Total,Total,Only a little bit satisfied,0.09,2018
Q20,Total,Total,Somewhat satisfied,0.12,2018
Q20,Total,Total,Mostly satisfied,0.59,2018
Q20,Total,Total,Completely satisfied,0.18,2018
Q20,Total,Total,Don't know,0,2018
Q20,Total,Total,Refused,0,2018
Q21,Total,Total,Not at all,0.07,2018
Q21,Total,Total,Only a little bit,0.08,2018
Q21,Total,Total,Somewhat,0.13,2018
Q21,Total,Total,Mostly,0.46,2018
Q21,Total,Total,Completely,0.26,2018
Q21,Total,Total,Don't know,0,2018
Q21,Total,Total,Refused,0,2018
Q22,Total,Total,Not at all,0.52,2018
Q22,Total,Total,Only a little bit,0.22,2018
Q22,Total,Total,Somewhat,0.14,2018
Q22,Total,Total,Mostly,0.06,2018
Q22,Total,Total,Completely,0.05,2018
Q22,Total,Total,Don't know,0,2018
Q22,Total,Total,Refused,0,2018
Q23A,Total,Total,Yes,0.24,2018
Q23A,Total,Total,No,0.76,2018
Q23A,Total,Total,Don't know,0,2018
Q23A,Total,Total,Refused,0,2018
Q23C,Total,Total,Yes,0.1,2018
Q23C,Total,Total,No,0.89,2018
Q23C,Total,Total,Don't know,0,2018
Q23C,Total,Total,Refused,0.01,2018
Q23D,Total,Total,Yes,0.03,2018
Q23D,Total,Total,No,0.96,2018
Q23D,Total,Total,Don't know,0,2018
Q23D,Total,Total,Refused,0.01,2018
Q23E,Total,Total,Yes,0.15,2018
Q23E,Total,Total,No,0.84,2018
Q23E,Total,Total,Don't know,0,2018
Q23E,Total,Total,Refused,0.01,2018
Q23E2,Total,Total,Yes,0.96,2018
Q23E2,Total,Total,No,0.04,2018
Q23E2,Total,Total,Don't know,0,2018
Q23E2,Total,Total,Refused,0,2018
Q23E2,Total,Total,Current Asthma Rate (based on Q23E*23E2),0.144,2018
BMIR,Total,Total,Underweight,0,2018
BMIR,Total,Total,Normal weight,0.3,2018
BMIR,Total,Total,Overweight,0.49,2018
BMIR,Total,Total,Obese,0.21,2018
Q26,Total,Total,Yes,0.98,2018
Q26,Total,Total,No,0.02,2018
Q26,Total,Total,Don't know,0,2018
Q26,Total,Total,Refused,0,2018
Q27,Total,Total,Insurance obtained through a current or former employer or union,0.67,2018
Q27,Total,Total,Insurance purchased directly from an insurance company,0.02,2018
Q27,Total,Total,Medicare,0.19,2018
Q27,Total,Total,"Medicaid, Medical Assistance, HUSKY or any kind of government-assistance plan",0.14,2018
Q27,Total,Total,State Health Insurance Exchange such as Access Health CT or NY State of Health,0.03,2018
Q27,Total,Total,Any other type of health insurance plan,0.05,2018
Q27,Total,Total,Don't know,0,2018
Q27,Total,Total,Refused,0.01,2018
Q28,Total,Total,Yes,0.13,2018
Q28,Total,Total,No,0.87,2018
Q28,Total,Total,Don't know,0,2018
Q28,Total,Total,Refused,0,2018
Q29,Total,Total,Yes,0.29,2018
Q29,Total,Total,No,0.71,2018
Q29,Total,Total,Don't know,0,2018
Q29,Total,Total,Refused,0,2018
Q31,Total,Total,Yes,0.12,2018
Q31,Total,Total,No,0.87,2018
Q31,Total,Total,Don't know,0.01,2018
Q31,Total,Total,Refused,0,2018
Q32,Total,Total,Yes,0.93,2018
Q32,Total,Total,No,0.07,2018
Q32,Total,Total,Don't know,0,2018
Q32,Total,Total,Refused,0,2018
Q33,Total,Total,More than one,0.74,2018
Q33,Total,Total,None at all,0.26,2018
Q33,Total,Total,Don't know,0,2018
Q33,Total,Total,Refused,0,2018
Q33,Total,Total,No Medical Home (Q32*Q33),0.0182,2018
Q34,Total,Total,None,0.84,2018
Q34,Total,Total,1 to 2,0.16,2018
Q34,Total,Total,3 or more,0,2018
Q34,Total,Total,Don't know,0,2018
Q34,Total,Total,Refused,0,2018
Q35,Total,Total,Within the last 6 months,0.81,2018
Q35,Total,Total,More than 6 months but less than a year,0.1,2018
Q35,Total,Total,More than a year but less than two years,0.04,2018
Q35,Total,Total,More than two years ago,0.03,2018
Q35,Total,Total,Never have gone to a dentist,0.02,2018
Q35,Total,Total,Don't know,0,2018
Q35,Total,Total,Refused,0,2018
Q37_1,Total,Total,Always,0.41,2018
Q37_1,Total,Total,Usually,0.39,2018
Q37_1,Total,Total,Sometimes,0.11,2018
Q37_1,Total,Total,Rarely,0.02,2018
Q37_1,Total,Total,Never,0.08,2018
Q37_1,Total,Total,Don't know,0,2018
Q37_1,Total,Total,Refused,0,2018
Q37_2,Total,Total,Not at all,0.7,2018
Q37_2,Total,Total,Several days,0.23,2018
Q37_2,Total,Total,More than half the days,0.04,2018
Q37_2,Total,Total,Nearly every day,0.01,2018
Q37_2,Total,Total,Don't know,0.02,2018
Q37_2,Total,Total,Refused,0,2018
Q37_3,Total,Total,Not at all,0.67,2018
Q37_3,Total,Total,Several days,0.3,2018
Q37_3,Total,Total,More than half the days,0,2018
Q37_3,Total,Total,Nearly every day,0.03,2018
Q37_3,Total,Total,Don't know,0.01,2018
Q37_3,Total,Total,Refused,0,2018
Q38,Total,Total,None,0.21,2018
Q38,Total,Total,One,0.02,2018
Q38,Total,Total,Two,0.12,2018
Q38,Total,Total,Three,0.22,2018
Q38,Total,Total,Four,0.07,2018
Q38,Total,Total,Five,0.15,2018
Q38,Total,Total,Six,0.08,2018
Q38,Total,Total,Seven,0.12,2018
Q38,Total,Total,Don't know,0.01,2018
Q38,Total,Total,Refused,0,2018
Q39,Total,Total,Yes,0.29,2018
Q39,Total,Total,No,0.71,2018
Q39,Total,Total,Don't know,0,2018
Q39,Total,Total,Refused,0,2018
Q40,Total,Total,Every day,0.07,2018
Q40,Total,Total,Some days,0,2018
Q40,Total,Total,Not at all,0.93,2018
Q40,Total,Total,Don't know,0,2018
Q40,Total,Total,Refused,0,2018
Q40,Total,Total,Current Smoking Rate (Q39*Q40),0.020300000000000002,2018
Q42,Total,Total,Yes,0.14,2018
Q42,Total,Total,No,0.86,2018
Q42,Total,Total,Don't know,0,2018
Q42,Total,Total,Refused,0,2018
Q43,Total,Total,None,0.27,2018
Q43,Total,Total,One to five,0,2018
Q43,Total,Total,Six to twenty-nine,0.08,2018
Q43,Total,Total,Everyday,0.66,2018
Q43,Total,Total,Don't know,0,2018
Q43,Total,Total,Refused,0,2018
Q43,Total,Total,Vaping Past 30 Days Rate (Q42*Q43),0.10360000000000001,2018
Q44,Total,Total,Living comfortably,0.29,2018
Q44,Total,Total,Doing alright,0.44,2018
Q44,Total,Total,Just getting by,0.16,2018
Q44,Total,Total,Finding it difficult,0.06,2018
Q44,Total,Total,Finding it very difficult,0.05,2018
Q44,Total,Total,Don't know,0,2018
Q44,Total,Total,Refused,0,2018
Q47,Total,Total,Yes,0.75,2018
Q47,Total,Total,"No, but would like to work",0.01,2018
Q47,Total,Total,"No, retired",0.17,2018
Q47,Total,Total,"No, homemaker",0,2018
Q47,Total,Total,"No, full time student",0,2018
Q47,Total,Total,"No, disabled",0.03,2018
Q47,Total,Total,"No, other",0.04,2018
Q47,Total,Total,Refused,0,2018
Q49,Total,Total,Full time,0.78,2018
Q49,Total,Total,Part time,0.22,2018
Q49,Total,Total,Other,0,2018
Q49,Total,Total,Refused,0,2018
Q56,Total,Total,Drive myself,0.94,2018
Q56,Total,Total,Get a ride with friends or family,0.06,2018
Q56,Total,Total,Public bus system,0,2018
Q56,Total,Total,Train or railroad,0.01,2018
Q56,Total,Total,Walk,0,2018
Q56,Total,Total,Bicycle,0,2018
Q56,Total,Total,Take a taxi,0,2018
Q56,Total,Total,Ride paratransit,0,2018
Q56,Total,Total,Other,0,2018
Q56,Total,Total,I took no trips last month/Homebound,0,2018
Q56,Total,Total,Don't know,0,2018
Q56,Total,Total,Refused,0,2018
Q62,Total,Total,Yes,0.03,2018
Q62,Total,Total,No,0.97,2018
Q62,Total,Total,Don't know,0,2018
Q62,Total,Total,Refused,0,2018
Q64,Total,Total,Yes,0,2018
Q64,Total,Total,No,1,2018
Q64,Total,Total,Don't know,0,2018
Q64,Total,Total,Refused,0,2018
Q65,Total,Total,Yes,0.07,2018
Q65,Total,Total,No,0.93,2018
Q65,Total,Total,Don't know,0,2018
Q65,Total,Total,Refused,0,2018
Q66,Total,Total,Yes,0.98,2018
Q66,Total,Total,No,0.01,2018
Q66,Total,Total,Don't know,0,2018
Q66,Total,Total,Refused,0.01,2018
Q68,Total,Total,Yes,0.02,2018
Q68,Total,Total,No,0.98,2018
Q68,Total,Total,Don't know,0,2018
Q68,Total,Total,Refused,0,2018
Q69,Total,Total,Yes,0,2018
Q69,Total,Total,No,1,2018
Q69,Total,Total,Don't know,0,2018
Q69,Total,Total,Refused,0,2018
DISCRIM2,Total,Total,Yes,0.05,2018
DISCRIM2,Total,Total,No,0.95,2018
DISCRIM2,Total,Total,Don't know,0,2018
DISCRIM2,Total,Total,Refused,0,2018
Q77,Total,Total,Yes,0.99,2018
Q77,Total,Total,No,0.01,2018
Q77,Total,Total,Refused,0,2018
Q79,Total,Total,Yes,0.95,2018
Q79,Total,Total,No,0.05,2018
Q79,Total,Total,Refused,0,2018
SOCI1,Total,Total,Lesbian or Gay,0,2018
SOCI1,Total,Total,"Straight, that is, not gay",0.95,2018
SOCI1,Total,Total,Bisexual,0.05,2018
SOCI1,Total,Total,Something else,0,2018
SOCI1,Total,Total,I don't know the answer,0,2018
SOCI1,Total,Total,Refused,0,2018
