code,category,group,response,value,year
Q17F,Total,Total,Somewhat disagree,0.19,2018
Q17F,Total,Total,Strongly disagree,0.67,2018
Q17F,Total,Total,Don't know,0,2018
Q17F,Total,Total,Refused,0,2018
Q17F,Total,Total,Summary: Strongly/Somewhat Agree,0.13,2018
Q17G,Total,Total,Strongly agree,0.71,2018
Q17G,Total,Total,Somewhat agree,0.23,2018
Q17G,Total,Total,Somewhat disagree,0.01,2018
Q17G,Total,Total,Strongly disagree,0.01,2018
Q17G,Total,Total,Don't know,0.02,2018
Q17G,Total,Total,Refused,0.01,2018
Q17G,Total,Total,Summary: Strongly/Somewhat Agree,0.94,2018
Q17H,Total,Total,Strongly agree,0.5,2018
Q17H,Total,Total,Somewhat agree,0.4,2018
Q17H,Total,Total,Somewhat disagree,0.06,2018
Q17H,Total,Total,Strongly disagree,0,2018
Q17H,Total,Total,Don't know,0.04,2018
Q17H,Total,Total,Refused,0,2018
Q17H,Total,Total,Summary: Strongly/Somewhat Agree,0.9,2018
Q17I,Total,Total,Strongly agree,0.43,2018
Q17I,Total,Total,Somewhat agree,0.48,2018
Q17I,Total,Total,Somewhat disagree,0.05,2018
Q17I,Total,Total,Strongly disagree,0.02,2018
Q17I,Total,Total,Don't know,0.01,2018
Q17I,Total,Total,Refused,0.01,2018
Q17I,Total,Total,Summary: Strongly/Somewhat Agree,0.9099999999999999,2018
LIFECA,Total,Total,Almost certain,0.66,2018
LIFECA,Total,Total,Very likely,0.33,2018
LIFECA,Total,Total,A toss up,0.01,2018
LIFECA,Total,Total,Not very likely,0,2018
LIFECA,Total,Total,Not at all likely,0,2018
LIFECA,Total,Total,Don't know,0,2018
LIFECA,Total,Total,Refused,0,2018
LIFECA,Total,Total,Summary: Almost Certain/ Very Likely,0.99,2018
LIFECB,Total,Total,Almost certain,0.32,2018
LIFECB,Total,Total,Very likely,0.51,2018
LIFECB,Total,Total,A toss up,0.15,2018
LIFECB,Total,Total,Not very likely,0.01,2018
LIFECB,Total,Total,Not at all likely,0,2018
LIFECB,Total,Total,Don't know,0.01,2018
LIFECB,Total,Total,Refused,0,2018
LIFECB,Total,Total,Summary: Almost Certain/ Very Likely,0.8300000000000001,2018
LIFECC,Total,Total,Almost certain,0,2018
LIFECC,Total,Total,Very likely,0.01,2018
LIFECC,Total,Total,A toss up,0.01,2018
LIFECC,Total,Total,Not very likely,0.27,2018
LIFECC,Total,Total,Not at all likely,0.71,2018
LIFECC,Total,Total,Don't know,0,2018
LIFECC,Total,Total,Refused,0,2018
LIFECC,Total,Total,Summary: Almost Certain/ Very Likely,0.01,2018
LIFECD,Total,Total,Almost certain,0.01,2018
LIFECD,Total,Total,Very likely,0.23,2018
LIFECD,Total,Total,A toss up,0.52,2018
LIFECD,Total,Total,Not very likely,0.21,2018
LIFECD,Total,Total,Not at all likely,0.02,2018
LIFECD,Total,Total,Don't know,0.01,2018
LIFECD,Total,Total,Refused,0,2018
LIFECD,Total,Total,Summary: Almost Certain/ Very Likely,0.24000000000000002,2018
LIFECF,Total,Total,Almost certain,0.01,2018
LIFECF,Total,Total,Very likely,0,2018
LIFECF,Total,Total,A toss up,0.1,2018
LIFECF,Total,Total,Not very likely,0.54,2018
LIFECF,Total,Total,Not at all likely,0.34,2018
LIFECF,Total,Total,Don't know,0.01,2018
LIFECF,Total,Total,Refused,0,2018
LIFECF,Total,Total,Summary: Almost Certain/ Very Likely,0.01,2018
Q19,Total,Total,Excellent,0.35,2018
Q19,Total,Total,Very good,0.4,2018
Q19,Total,Total,Good,0.2,2018
Q19,Total,Total,Fair,0.02,2018
Q19,Total,Total,Poor,0.02,2018
Q19,Total,Total,Don't know,0,2018
Q19,Total,Total,Refused,0.01,2018
Q19,Total,Total,Summary: Excellent/Very Good,0.75,2018
Q20,Total,Total,Not at all satisfied,0,2018
Q20,Total,Total,Only a little bit satisfied,0.01,2018
Q20,Total,Total,Somewhat satisfied,0.21,2018
Q20,Total,Total,Mostly satisfied,0.55,2018
Q20,Total,Total,Completely satisfied,0.23,2018
Q20,Total,Total,Don't know,0,2018
Q20,Total,Total,Refused,0,2018
Q21,Total,Total,Not at all,0.02,2018
Q21,Total,Total,Only a little bit,0.02,2018
Q21,Total,Total,Somewhat,0.25,2018
Q21,Total,Total,Mostly,0.43,2018
Q21,Total,Total,Completely,0.28,2018
Q21,Total,Total,Don't know,0,2018
Q21,Total,Total,Refused,0.01,2018
Q22,Total,Total,Not at all,0.45,2018
Q22,Total,Total,Only a little bit,0.2,2018
Q22,Total,Total,Somewhat,0.25,2018
Q22,Total,Total,Mostly,0.07,2018
Q22,Total,Total,Completely,0.03,2018
Q22,Total,Total,Don't know,0,2018
Q22,Total,Total,Refused,0.01,2018
Q23,Total,Total,Not at all,0.05,2018
Q23,Total,Total,Only a little bit,0.32,2018
Q23,Total,Total,Somewhat,0.25,2018
Q23,Total,Total,Mostly,0.29,2018
Q23,Total,Total,Completely,0.07,2018
Q23,Total,Total,Don't know,0,2018
Q23,Total,Total,Refused,0.02,2018
Q23PL,Total,Total,Strongly agree,0.32,2018
Q23PL,Total,Total,Agree,0.32,2018
Q23PL,Total,Total,Slightly agree,0.28,2018
Q23PL,Total,Total,Neither agree nor disagree,0.04,2018
Q23PL,Total,Total,Slightly disagree,0.01,2018
Q23PL,Total,Total,Disagree,0,2018
Q23PL,Total,Total,Strongly disagree,0,2018
Q23PL,Total,Total,Don't know,0,2018
Q23PL,Total,Total,Refused,0.02,2018
Q23A,Total,Total,Yes,0.14,2018
Q23A,Total,Total,No,0.83,2018
Q23A,Total,Total,Don't know,0,2018
Q23A,Total,Total,Refused,0.03,2018
Q23C,Total,Total,Yes,0.03,2018
Q23C,Total,Total,No,0.95,2018
Q23C,Total,Total,Don't know,0.01,2018
Q23C,Total,Total,Refused,0.02,2018
Q23D,Total,Total,Yes,0.05,2018
Q23D,Total,Total,No,0.93,2018
Q23D,Total,Total,Don't know,0,2018
Q23D,Total,Total,Refused,0.02,2018
Q23E,Total,Total,Yes,0.06,2018
Q23E,Total,Total,No,0.91,2018
Q23E,Total,Total,Don't know,0.01,2018
Q23E,Total,Total,Refused,0.02,2018
Q23E2,Total,Total,Yes,0.64,2018
Q23E2,Total,Total,No,0.36,2018
Q23E2,Total,Total,Don't know,0,2018
Q23E2,Total,Total,Refused,0,2018
Q23E2,Total,Total,Current Asthma Rate (based on Q23E*23E2),0.0384,2018
BMI,Total,Total,Underweight,0.02,2018
BMI,Total,Total,Normal weight,0.53,2018
BMI,Total,Total,Overweight,0.34,2018
BMI,Total,Total,Obese,0.12,2018
Q26,Total,Total,Yes,0.98,2018
Q26,Total,Total,No,0.02,2018
Q26,Total,Total,Don't know,0,2018
Q26,Total,Total,Refused,0,2018
Q27,Total,Total,Insurance obtained through a current or former employer or union,0.78,2018
Q27,Total,Total,Insurance purchased directly from an insurance company,0.17,2018
Q27,Total,Total,Medicare,0.12,2018
Q27,Total,Total,"Medicaid, Medical Assistance, HUSKY or any kind of government-assistance plan",0,2018
Q27,Total,Total,State Health Insurance Exchange such as Access Health CT or NY State of Health,0.02,2018
Q27,Total,Total,Any other type of health insurance plan,0,2018
Q27,Total,Total,Don't know,0,2018
Q27,Total,Total,Refused,0.01,2018
Q28,Total,Total,Yes,0.04,2018
Q28,Total,Total,No,0.92,2018
Q28,Total,Total,Don't know,0.02,2018
Q28,Total,Total,Refused,0.01,2018
Q29,Total,Total,Yes,0.17,2018
Q29,Total,Total,No,0.81,2018
Q29,Total,Total,Don't know,0.01,2018
Q29,Total,Total,Refused,0.01,2018
Q31,Total,Total,Yes,0.04,2018
Q31,Total,Total,No,0.94,2018
Q31,Total,Total,Don't know,0.01,2018
Q31,Total,Total,Refused,0,2018
Q32,Total,Total,Yes,0.89,2018
Q32,Total,Total,No,0.11,2018
Q32,Total,Total,Don't know,0,2018
Q32,Total,Total,Refused,0,2018
Q33,Total,Total,More than one,0.57,2018
Q33,Total,Total,None at all,0.43,2018
Q33,Total,Total,Don't know,0,2018
Q33,Total,Total,Refused,0,2018
Q33,Total,Total,No Medical Home (Q32*Q33),0.0473,2018
Q34,Total,Total,None,0.86,2018
Q34,Total,Total,1 to 2,0.1,2018
Q34,Total,Total,3 or more,0.03,2018
Q34,Total,Total,Don't know,0,2018
Q34,Total,Total,Refused,0.01,2018
Q35,Total,Total,Within the last 6 months,0.79,2018
Q35,Total,Total,More than 6 months but less than a year,0.1,2018
Q35,Total,Total,More than a year but less than two years,0.04,2018
Q35,Total,Total,More than two years ago,0.05,2018
Q35,Total,Total,Never have gone to a dentist,0,2018
Q35,Total,Total,Don't know,0.02,2018
Q35,Total,Total,Refused,0,2018
Q37_1,Total,Total,Always,0.39,2018
Q37_1,Total,Total,Usually,0.41,2018
Q37_1,Total,Total,Sometimes,0.18,2018
Q37_1,Total,Total,Rarely,0.01,2018
Q37_1,Total,Total,Never,0,2018
Q37_1,Total,Total,Don't know,0.01,2018
Q37_1,Total,Total,Refused,0.01,2018
Q37_2,Total,Total,Not at all,0.75,2018
Q37_2,Total,Total,Several days,0.21,2018
Q37_2,Total,Total,More than half the days,0.02,2018
Q37_2,Total,Total,Nearly every day,0.01,2018
Q37_2,Total,Total,Don't know,0,2018
Q37_2,Total,Total,Refused,0.01,2018
Q37_3,Total,Total,Not at all,0.77,2018
Q37_3,Total,Total,Several days,0.2,2018
Q37_3,Total,Total,More than half the days,0.01,2018
Q37_3,Total,Total,Nearly every day,0.01,2018
Q37_3,Total,Total,Don't know,0,2018
Q37_3,Total,Total,Refused,0.01,2018
Q38,Total,Total,None,0.09,2018
Q38,Total,Total,One,0.04,2018
Q38,Total,Total,Two,0.16,2018
Q38,Total,Total,Three,0.21,2018
Q38,Total,Total,Four,0.17,2018
Q38,Total,Total,Five,0.14,2018
Q38,Total,Total,Six,0.04,2018
Q38,Total,Total,Seven,0.13,2018
Q38,Total,Total,Don't know,0.01,2018
Q38,Total,Total,Refused,0.01,2018
Q39,Total,Total,Yes,0.21,2018
Q39,Total,Total,No,0.78,2018
Q39,Total,Total,Don't know,0.01,2018
Q39,Total,Total,Refused,0,2018
Q42,Total,Total,Yes,0.04,2018
Q42,Total,Total,No,0.96,2018
Q42,Total,Total,Don't know,0,2018
Q42,Total,Total,Refused,0,2018
ALCOHOL,Total,Total,None,0.64,2018
ALCOHOL,Total,Total,One to five,0.29,2018
ALCOHOL,Total,Total,Six to ten,0.02,2018
ALCOHOL,Total,Total,More than ten,0,2018
ALCOHOL,Total,Total,Don't know,0,2018
ALCOHOL,Total,Total,Refused,0.05,2018
POT1,Total,Total,None,0.94,2018
POT1,Total,Total,One to five,0.02,2018
POT1,Total,Total,Six to ten,0.02,2018
POT1,Total,Total,More than ten,0,2018
POT1,Total,Total,Don't know,0,2018
POT1,Total,Total,Refused,0.02,2018
OPIOID2,Total,Total,No,0.82,2018
OPIOID2,Total,Total,"Yes, one person",0.11,2018
OPIOID2,Total,Total,"Yes, 2 to 4 people",0.06,2018
OPIOID2,Total,Total,"Yes, 5 or more people",0,2018
OPIOID2,Total,Total,Don't know,0,2018
OPIOID2,Total,Total,Refused,0,2018
OPIOID4,Total,Total,No,0.86,2018
OPIOID4,Total,Total,"Yes, one person",0.08,2018
OPIOID4,Total,Total,"Yes, 2 to 4 people",0.05,2018
OPIOID4,Total,Total,"Yes, 5 or more people",0.01,2018
OPIOID4,Total,Total,Don't know,0,2018
OPIOID4,Total,Total,Refused,0,2018
Q44,Total,Total,Living comfortably,0.42,2018
Q44,Total,Total,Doing alright,0.32,2018
Q44,Total,Total,Just getting by,0.16,2018
Q44,Total,Total,Finding it difficult,0.07,2018
Q44,Total,Total,Finding it very difficult,0,2018
Q44,Total,Total,Don't know,0,2018
Q44,Total,Total,Refused,0.01,2018
Q46,Total,Total,Less than a month,0.03,2018
Q46,Total,Total,At least one month but less than 2,0.06,2018
Q46,Total,Total,At least 2 months but less than 6,0.07,2018
Q46,Total,Total,At least 6 months but less than a year,0.21,2018
Q46,Total,Total,At least a year but less than 2 years,0.24,2018
Q46,Total,Total,Two years or more,0.38,2018
Q46,Total,Total,Don't know,0.01,2018
Q46,Total,Total,Refused,0,2018
DEBT,Total,Total,Something left over,0.82,2018
DEBT,Total,Total,Break even,0.12,2018
DEBT,Total,Total,Be in debt,0.04,2018
DEBT,Total,Total,Don't know,0.01,2018
DEBT,Total,Total,Refused,0.01,2018
Q47,Total,Total,Yes,0.57,2018
Q47,Total,Total,"No, but would like to work",0.1,2018
Q47,Total,Total,"No, retired",0.17,2018
Q47,Total,Total,"No, homemaker",0.14,2018
Q47,Total,Total,"No, full time student",0.01,2018
Q47,Total,Total,"No, disabled",0,2018
Q47,Total,Total,"No, other",0.01,2018
Q47,Total,Total,Refused,0,2018
Q49,Total,Total,Full time,0.87,2018
Q49,Total,Total,Part time,0.13,2018
Q49,Total,Total,Other,0,2018
Q49,Total,Total,Refused,0,2018
Q56,Total,Total,Drive myself,0.83,2018
Q56,Total,Total,Get a ride with friends or family,0.02,2018
Q56,Total,Total,Public bus system,0,2018
Q56,Total,Total,Train or railroad,0.08,2018
Q56,Total,Total,Walk,0.01,2018
Q56,Total,Total,Bicycle,0.01,2018
Q56,Total,Total,Take a taxi,0.01,2018
Q56,Total,Total,Ride paratransit,0,2018
Q56,Total,Total,Other,0.01,2018
Q56,Total,Total,I took no trips last month/Homebound,0.02,2018
Q56,Total,Total,Don't know,0,2018
Q56,Total,Total,Refused,0,2018
Q62,Total,Total,Yes,0.03,2018
Q62,Total,Total,No,0.97,2018
Q62,Total,Total,Don't know,0,2018
Q62,Total,Total,Refused,0,2018
Q64,Total,Total,Yes,0.03,2018
Q64,Total,Total,No,0.97,2018
Q64,Total,Total,Don't know,0,2018
Q64,Total,Total,Refused,0,2018
Q64_GAS,Total,Total,Yes,0.06,2018
Q64_GAS,Total,Total,No,0.94,2018
Q64_GAS,Total,Total,Don't know,0,2018
Q64_GAS,Total,Total,Refused,0,2018
Q65,Total,Total,Yes,0.02,2018
Q65,Total,Total,No,0.98,2018
Q65,Total,Total,Don't know,0,2018
Q65,Total,Total,Refused,0,2018
Q66,Total,Total,Yes,0.95,2018
Q66,Total,Total,No,0.04,2018
Q66,Total,Total,Don't know,0,2018
Q66,Total,Total,Refused,0.01,2018
Q68,Total,Total,Yes,0.03,2018
Q68,Total,Total,No,0.96,2018
Q68,Total,Total,Don't know,0,2018
Q68,Total,Total,Refused,0.01,2018
Q69,Total,Total,Yes,0.01,2018
Q69,Total,Total,No,0.99,2018
Q69,Total,Total,Don't know,0,2018
Q69,Total,Total,Refused,0.01,2018
DISCRIM1,Total,Total,Yes,0.25,2018
DISCRIM1,Total,Total,No,0.73,2018
DISCRIM1,Total,Total,Don't know,0.02,2018
DISCRIM1,Total,Total,Refused,0,2018
DISCRIM2,Total,Total,Yes,0.04,2018
DISCRIM2,Total,Total,No,0.96,2018
DISCRIM2,Total,Total,Don't know,0,2018
DISCRIM2,Total,Total,Refused,0,2018
DISCRIM4,Total,Total,Yes,0.04,2018
DISCRIM4,Total,Total,No,0.96,2018
DISCRIM4,Total,Total,Don't know,0,2018
DISCRIM4,Total,Total,Refused,0,2018
Q77,Total,Total,Yes,0.98,2018
Q77,Total,Total,No,0.02,2018
Q77,Total,Total,Refused,0,2018
Q79,Total,Total,Yes,0.88,2018
Q79,Total,Total,No,0.12,2018
Q79,Total,Total,Refused,0,2018
MILITARY,Total,Total,Yes,0.06,2018
MILITARY,Total,Total,No,0.94,2018
MILITARY,Total,Total,Refused,0,2018
DISABILITY,Total,Total,Yes,0.09,2018
DISABILITY,Total,Total,No,0.91,2018
DISABILITY,Total,Total,Refused,0,2018
SOCI1,Total,Total,Lesbian or Gay,0.01,2018
SOCI1,Total,Total,"Straight, that is, not gay",0.93,2018
SOCI1,Total,Total,Bisexual,0,2018
SOCI1,Total,Total,Something else,0,2018
SOCI1,Total,Total,I don't know the answer,0,2018
SOCI1,Total,Total,Refused,0.06,2018
Q1,Gender,Male,Yes,0.96,2018
Q1,Gender,Male,No,0.04,2018
Q1,Gender,Male,Don't know,0,2018
Q1,Gender,Male,Refused,0,2018
Q2,Gender,Male,Much better,0.13,2018
Q2,Gender,Male,Somewhat better,0.14,2018
Q2,Gender,Male,About the same,0.52,2018
Q2,Gender,Male,Somewhat worse,0.16,2018
Q2,Gender,Male,Much worse,0.05,2018
Q2,Gender,Male,Don't know,0.01,2018
Q2,Gender,Male,Refused,0,2018
Q4A,Gender,Male,Excellent,0.13,2018
Q4A,Gender,Male,Good,0.49,2018
Q4A,Gender,Male,Fair,0.23,2018
Q4A,Gender,Male,Poor,0.02,2018
Q4A,Gender,Male,Don't know enough about it in order to say,0.12,2018
Q4A,Gender,Male,Refused,0,2018
Q4D,Gender,Male,Excellent,0.56,2018
Q4D,Gender,Male,Good,0.37,2018
Q4D,Gender,Male,Fair,0.06,2018
Q4D,Gender,Male,Poor,0,2018
Q4D,Gender,Male,Don't know enough about it in order to say,0.01,2018
Q4D,Gender,Male,Refused,0,2018
Q4E,Gender,Male,Excellent,0.22,2018
Q4E,Gender,Male,Good,0.32,2018
Q4E,Gender,Male,Fair,0.2,2018
Q4E,Gender,Male,Poor,0.06,2018
Q4E,Gender,Male,Don't know enough about it in order to say,0.2,2018
Q4E,Gender,Male,Refused,0,2018
Q4F,Gender,Male,Excellent,0.64,2018
Q4F,Gender,Male,Good,0.29,2018
Q4F,Gender,Male,Fair,0.04,2018
Q4F,Gender,Male,Poor,0,2018
Q4F,Gender,Male,Don't know enough about it in order to say,0.03,2018
Q4F,Gender,Male,Refused,0,2018
Q4G,Gender,Male,Excellent,0.45,2018
Q4G,Gender,Male,Good,0.48,2018
Q4G,Gender,Male,Fair,0.04,2018
Q4G,Gender,Male,Poor,0.02,2018
Q4G,Gender,Male,Don't know enough about it in order to say,0.01,2018
Q4G,Gender,Male,Refused,0,2018
Q4H,Gender,Male,Excellent,0.31,2018
Q4H,Gender,Male,Good,0.43,2018
Q4H,Gender,Male,Fair,0.18,2018
Q4H,Gender,Male,Poor,0.08,2018
Q4H,Gender,Male,Don't know enough about it in order to say,0.01,2018
Q4H,Gender,Male,Refused,0,2018
Q6,Gender,Male,Great influence,0.08,2018
Q6,Gender,Male,Moderate influence,0.3,2018
Q6,Gender,Male,A little influence,0.43,2018
Q6,Gender,Male,No influence at all,0.16,2018
Q6,Gender,Male,Don't know,0.03,2018
Q6,Gender,Male,Refused,0,2018
Q9,Gender,Male,Very often,0.93,2018
Q9,Gender,Male,Fairly often,0.03,2018
Q9,Gender,Male,Sometimes,0.02,2018
Q9,Gender,Male,Almost never,0,2018
Q9,Gender,Male,Never at all,0.01,2018
Q9,Gender,Male,Don't know,0,2018
Q9,Gender,Male,Refused,0.01,2018
Q57,Gender,Male,"Single, never married",0.23,2018
Q57,Gender,Male,Married or civil union,0.72,2018
Q57,Gender,Male,Living with partner,0.03,2018
Q57,Gender,Male,Separated,0,2018
Q57,Gender,Male,Divorced,0.02,2018
Q57,Gender,Male,Widowed,0.01,2018
Q57,Gender,Male,Refused,0,2018
Q60,Gender,Male,One,0.2,2018
Q60,Gender,Male,Two,0.47,2018
Q60,Gender,Male,Three,0.29,2018
Q60,Gender,Male,Four or more,0.05,2018
Q60,Gender,Male,Refused,0,2018
Q11,Gender,Male,I own my home,0.75,2018
Q11,Gender,Male,I rent my home,0.16,2018
Q11,Gender,Male,I live with family or friends who own,0.09,2018
Q11,Gender,Male,I live with family or friends who rent,0.01,2018
Q11,Gender,Male,Vol: I live in a Retirement Community/Senior Care,0,2018
Q11,Gender,Male,Other,0,2018
Q11,Gender,Male,Refused,0,2018
MOVEYEAR,Gender,Male,Within the last 3 years,0.23,2018
MOVEYEAR,Gender,Male,4 to 10 years ago,0.23,2018
MOVEYEAR,Gender,Male,11 to 19 years ago,0.24,2018
MOVEYEAR,Gender,Male,20 or more years ago,0.31,2018
MOVEYEAR,Gender,Male,Refused,0,2018
Q17A,Gender,Male,Strongly agree,0.24,2018
Q17A,Gender,Male,Somewhat agree,0.34,2018
Q17A,Gender,Male,Somewhat disagree,0.21,2018
Q17A,Gender,Male,Strongly disagree,0.21,2018
Q17A,Gender,Male,Don't know,0,2018
Q17A,Gender,Male,Refused,0,2018
Q17A,Gender,Male,Summary: Strongly/Somewhat Agree,0.5800000000000001,2018
Q17B,Gender,Male,Strongly agree,0.32,2018
Q17B,Gender,Male,Somewhat agree,0.37,2018
Q17B,Gender,Male,Somewhat disagree,0.17,2018
Q17B,Gender,Male,Strongly disagree,0.14,2018
Q17B,Gender,Male,Don't know,0,2018
Q17B,Gender,Male,Refused,0,2018
Q17B,Gender,Male,Summary: Strongly/Somewhat Agree,0.69,2018
Q17C,Gender,Male,Strongly agree,0.17,2018
Q17C,Gender,Male,Somewhat agree,0.41,2018
Q17C,Gender,Male,Somewhat disagree,0.23,2018
Q17C,Gender,Male,Strongly disagree,0.18,2018
Q17C,Gender,Male,Don't know,0,2018
Q17C,Gender,Male,Refused,0,2018
Q17C,Gender,Male,Summary: Strongly/Somewhat Agree,0.58,2018
Q17E,Gender,Male,Strongly agree,0.39,2018
Q17E,Gender,Male,Somewhat agree,0.45,2018
Q17E,Gender,Male,Somewhat disagree,0.09,2018
Q17E,Gender,Male,Strongly disagree,0.07,2018
Q17E,Gender,Male,Don't know,0,2018
Q17E,Gender,Male,Refused,0,2018
Q17E,Gender,Male,Summary: Strongly/Somewhat Agree,0.8400000000000001,2018
Q17F,Gender,Male,Strongly agree,0.07,2018
Q17F,Gender,Male,Somewhat agree,0.03,2018
Q17F,Gender,Male,Somewhat disagree,0.2,2018
Q17F,Gender,Male,Strongly disagree,0.71,2018
Q17F,Gender,Male,Don't know,0,2018
Q17F,Gender,Male,Refused,0,2018
Q17F,Gender,Male,Summary: Strongly/Somewhat Agree,0.1,2018
Q17G,Gender,Male,Strongly agree,0.69,2018
Q17G,Gender,Male,Somewhat agree,0.28,2018
Q17G,Gender,Male,Somewhat disagree,0,2018
Q17G,Gender,Male,Strongly disagree,0.01,2018
Q17G,Gender,Male,Don't know,0.02,2018
Q17G,Gender,Male,Refused,0,2018
Q17G,Gender,Male,Summary: Strongly/Somewhat Agree,0.97,2018
Q17H,Gender,Male,Strongly agree,0.55,2018
Q17H,Gender,Male,Somewhat agree,0.42,2018
Q17H,Gender,Male,Somewhat disagree,0,2018
