code,category,group,response,value,year
Q65,Total,Total,Yes,0.12,2018
Q65,Total,Total,No,0.87,2018
Q65,Total,Total,Don't know,0,2018
Q65,Total,Total,Refused,0.01,2018
Q66,Total,Total,Yes,0.93,2018
Q66,Total,Total,No,0.06,2018
Q66,Total,Total,Don't know,0,2018
Q66,Total,Total,Refused,0.01,2018
Q68,Total,Total,Yes,0.06,2018
Q68,Total,Total,No,0.93,2018
Q68,Total,Total,Don't know,0,2018
Q68,Total,Total,Refused,0.01,2018
Q69,Total,Total,Yes,0.04,2018
Q69,Total,Total,No,0.96,2018
Q69,Total,Total,Don't know,0,2018
Q69,Total,Total,Refused,0,2018
DISCRIM1,Total,Total,Yes,0.35,2018
DISCRIM1,Total,Total,No,0.64,2018
DISCRIM1,Total,Total,Don't know,0,2018
DISCRIM1,Total,Total,Refused,0.01,2018
DISCRIM2,Total,Total,Yes,0.13,2018
DISCRIM2,Total,Total,No,0.87,2018
DISCRIM2,Total,Total,Don't know,0,2018
DISCRIM2,Total,Total,Refused,0,2018
DISCRIM4,Total,Total,Yes,0,2018
DISCRIM4,Total,Total,No,0.99,2018
DISCRIM4,Total,Total,Don't know,0,2018
DISCRIM4,Total,Total,Refused,0.01,2018
Q77,Total,Total,Yes,0.97,2018
Q77,Total,Total,No,0.03,2018
Q77,Total,Total,Refused,0,2018
Q79,Total,Total,Yes,0.9,2018
Q79,Total,Total,No,0.09,2018
Q79,Total,Total,Refused,0,2018
MILITARY,Total,Total,Yes,0.08,2018
MILITARY,Total,Total,No,0.91,2018
MILITARY,Total,Total,Refused,0.01,2018
DISABILITY,Total,Total,Yes,0.14,2018
DISABILITY,Total,Total,No,0.85,2018
DISABILITY,Total,Total,Refused,0.01,2018
SOCI1,Total,Total,Lesbian or Gay,0.02,2018
SOCI1,Total,Total,"Straight, that is, not gay",0.96,2018
SOCI1,Total,Total,Bisexual,0.01,2018
SOCI1,Total,Total,Something else,0,2018
SOCI1,Total,Total,I don't know the answer,0,2018
SOCI1,Total,Total,Refused,0.01,2018
SOCI2,Total,Total,"Yes, Transgender male to female",0,2018
SOCI2,Total,Total,"Yes, Transgender female to male",0,2018
SOCI2,Total,Total,"Yes, Transgender, gender nonconforming",0,2018
SOCI2,Total,Total,No,0.986,2018
SOCI2,Total,Total,Don't know/Not sure,0,2018
SOCI2,Total,Total,Refused,0.014,2018
Q1,Gender,Male,Yes,0.8,2018
Q1,Gender,Male,No,0.2,2018
Q1,Gender,Male,Don't know,0,2018
Q1,Gender,Male,Refused,0,2018
Q2,Gender,Male,Much better,0.09,2018
Q2,Gender,Male,Somewhat better,0.26,2018
Q2,Gender,Male,About the same,0.43,2018
Q2,Gender,Male,Somewhat worse,0.12,2018
Q2,Gender,Male,Much worse,0.03,2018
Q2,Gender,Male,Don't know,0.07,2018
Q2,Gender,Male,Refused,0,2018
Q4A,Gender,Male,Excellent,0.14,2018
Q4A,Gender,Male,Good,0.34,2018
Q4A,Gender,Male,Fair,0.28,2018
Q4A,Gender,Male,Poor,0.07,2018
Q4A,Gender,Male,Don't know enough about it in order to say,0.17,2018
Q4A,Gender,Male,Refused,0,2018
Q4D,Gender,Male,Excellent,0.41,2018
Q4D,Gender,Male,Good,0.45,2018
Q4D,Gender,Male,Fair,0.03,2018
Q4D,Gender,Male,Poor,0.03,2018
Q4D,Gender,Male,Don't know enough about it in order to say,0.09,2018
Q4D,Gender,Male,Refused,0,2018
Q4E,Gender,Male,Excellent,0.1,2018
Q4E,Gender,Male,Good,0.44,2018
Q4E,Gender,Male,Fair,0.23,2018
Q4E,Gender,Male,Poor,0.14,2018
Q4E,Gender,Male,Don't know enough about it in order to say,0.09,2018
Q4E,Gender,Male,Refused,0,2018
Q4F,Gender,Male,Excellent,0.28,2018
Q4F,Gender,Male,Good,0.51,2018
Q4F,Gender,Male,Fair,0.17,2018
Q4F,Gender,Male,Poor,0,2018
Q4F,Gender,Male,Don't know enough about it in order to say,0.03,2018
Q4F,Gender,Male,Refused,0,2018
Q4G,Gender,Male,Excellent,0.19,2018
Q4G,Gender,Male,Good,0.39,2018
Q4G,Gender,Male,Fair,0.3,2018
Q4G,Gender,Male,Poor,0.07,2018
Q4G,Gender,Male,Don't know enough about it in order to say,0.05,2018
Q4G,Gender,Male,Refused,0,2018
Q4H,Gender,Male,Excellent,0.34,2018
Q4H,Gender,Male,Good,0.48,2018
Q4H,Gender,Male,Fair,0.13,2018
Q4H,Gender,Male,Poor,0,2018
Q4H,Gender,Male,Don't know enough about it in order to say,0.05,2018
Q4H,Gender,Male,Refused,0,2018
Q6,Gender,Male,Great influence,0.17,2018
Q6,Gender,Male,Moderate influence,0.21,2018
Q6,Gender,Male,A little influence,0.28,2018
Q6,Gender,Male,No influence at all,0.28,2018
Q6,Gender,Male,Don't know,0.05,2018
Q6,Gender,Male,Refused,0,2018
Q9,Gender,Male,Very often,0.93,2018
Q9,Gender,Male,Fairly often,0,2018
Q9,Gender,Male,Sometimes,0,2018
Q9,Gender,Male,Almost never,0,2018
Q9,Gender,Male,Never at all,0.07,2018
Q9,Gender,Male,Don't know,0,2018
Q9,Gender,Male,Refused,0,2018
Q57,Gender,Male,"Single, never married",0.39,2018
Q57,Gender,Male,Married or civil union,0.39,2018
Q57,Gender,Male,Living with partner,0.05,2018
Q57,Gender,Male,Separated,0,2018
Q57,Gender,Male,Divorced,0.1,2018
Q57,Gender,Male,Widowed,0.07,2018
Q57,Gender,Male,Refused,0,2018
Q60,Gender,Male,One,0.22,2018
Q60,Gender,Male,Two,0.47,2018
Q60,Gender,Male,Three,0.09,2018
Q60,Gender,Male,Four or more,0.22,2018
Q60,Gender,Male,Refused,0.01,2018
Q11,Gender,Male,I own my home,0.53,2018
Q11,Gender,Male,I rent my home,0.3,2018
Q11,Gender,Male,I live with family or friends who own,0.1,2018
Q11,Gender,Male,I live with family or friends who rent,0.05,2018
Q11,Gender,Male,Vol: I live in a Retirement Community/Senior Care,0,2018
Q11,Gender,Male,Other,0,2018
Q11,Gender,Male,Refused,0.03,2018
MOVEYEAR,Gender,Male,Within the last 3 years,0.13,2018
MOVEYEAR,Gender,Male,4 to 10 years ago,0.24,2018
MOVEYEAR,Gender,Male,11 to 19 years ago,0.31,2018
MOVEYEAR,Gender,Male,20 or more years ago,0.27,2018
MOVEYEAR,Gender,Male,Refused,0.05,2018
Q17A,Gender,Male,Strongly agree,0.24,2018
Q17A,Gender,Male,Somewhat agree,0.12,2018
Q17A,Gender,Male,Somewhat disagree,0.26,2018
Q17A,Gender,Male,Strongly disagree,0.36,2018
Q17A,Gender,Male,Don't know,0.02,2018
Q17A,Gender,Male,Refused,0,2018
Q17A,Gender,Male,Summary: Strongly agree/Somewhat agree,0.36,2018
Q17B,Gender,Male,Strongly agree,0.31,2018
Q17B,Gender,Male,Somewhat agree,0.07,2018
Q17B,Gender,Male,Somewhat disagree,0.27,2018
Q17B,Gender,Male,Strongly disagree,0.35,2018
Q17B,Gender,Male,Don't know,0,2018
Q17B,Gender,Male,Refused,0,2018
Q17B,Gender,Male,Summary: Strongly agree/Somewhat agree,0.38,2018
Q17C,Gender,Male,Strongly agree,0.21,2018
Q17C,Gender,Male,Somewhat agree,0.36,2018
Q17C,Gender,Male,Somewhat disagree,0.18,2018
Q17C,Gender,Male,Strongly disagree,0.25,2018
Q17C,Gender,Male,Don't know,0,2018
Q17C,Gender,Male,Refused,0,2018
Q17C,Gender,Male,Summary: Strongly agree/Somewhat agree,0.57,2018
Q17E,Gender,Male,Strongly agree,0.33,2018
Q17E,Gender,Male,Somewhat agree,0.25,2018
Q17E,Gender,Male,Somewhat disagree,0.18,2018
Q17E,Gender,Male,Strongly disagree,0.2,2018
Q17E,Gender,Male,Don't know,0.03,2018
Q17E,Gender,Male,Refused,0.02,2018
Q17E,Gender,Male,Summary: Strongly agree/Somewhat agree,0.5800000000000001,2018
Q17F,Gender,Male,Strongly agree,0.07,2018
Q17F,Gender,Male,Somewhat agree,0.07,2018
Q17F,Gender,Male,Somewhat disagree,0.09,2018
Q17F,Gender,Male,Strongly disagree,0.73,2018
Q17F,Gender,Male,Don't know,0.02,2018
Q17F,Gender,Male,Refused,0.02,2018
Q17F,Gender,Male,Summary: Strongly agree/Somewhat agree,0.14,2018
Q17G,Gender,Male,Strongly agree,0.44,2018
Q17G,Gender,Male,Somewhat agree,0.4,2018
Q17G,Gender,Male,Somewhat disagree,0.09,2018
Q17G,Gender,Male,Strongly disagree,0.05,2018
Q17G,Gender,Male,Don't know,0.03,2018
Q17G,Gender,Male,Refused,0,2018
Q17G,Gender,Male,Summary: Strongly agree/Somewhat agree,0.8400000000000001,2018
Q17H,Gender,Male,Strongly agree,0.37,2018
Q17H,Gender,Male,Somewhat agree,0.33,2018
Q17H,Gender,Male,Somewhat disagree,0.18,2018
Q17H,Gender,Male,Strongly disagree,0,2018
Q17H,Gender,Male,Don't know,0.12,2018
Q17H,Gender,Male,Refused,0,2018
Q17H,Gender,Male,Summary: Strongly agree/Somewhat agree,0.7,2018
Q17I,Gender,Male,Strongly agree,0.27,2018
Q17I,Gender,Male,Somewhat agree,0.44,2018
Q17I,Gender,Male,Somewhat disagree,0.17,2018
Q17I,Gender,Male,Strongly disagree,0.05,2018
Q17I,Gender,Male,Don't know,0.07,2018
Q17I,Gender,Male,Refused,0,2018
Q17I,Gender,Male,Summary: Strongly agree/Somewhat agree,0.71,2018
Q19,Gender,Male,Excellent,0.22,2018
Q19,Gender,Male,Very good,0.43,2018
Q19,Gender,Male,Good,0.24,2018
Q19,Gender,Male,Fair,0.08,2018
Q19,Gender,Male,Poor,0.03,2018
Q19,Gender,Male,Don't know,0,2018
Q19,Gender,Male,Refused,0,2018
Q20,Gender,Male,Not at all satisfied,0.07,2018
Q20,Gender,Male,Only a little bit satisfied,0.05,2018
Q20,Gender,Male,Somewhat satisfied,0.11,2018
Q20,Gender,Male,Mostly satisfied,0.57,2018
Q20,Gender,Male,Completely satisfied,0.2,2018
Q20,Gender,Male,Don't know,0,2018
Q20,Gender,Male,Refused,0,2018
Q21,Gender,Male,Not at all,0.02,2018
Q21,Gender,Male,Only a little bit,0.05,2018
Q21,Gender,Male,Somewhat,0.24,2018
Q21,Gender,Male,Mostly,0.34,2018
Q21,Gender,Male,Completely,0.34,2018
Q21,Gender,Male,Don't know,0.02,2018
Q21,Gender,Male,Refused,0,2018
Q22,Gender,Male,Not at all,0.46,2018
Q22,Gender,Male,Only a little bit,0.23,2018
Q22,Gender,Male,Somewhat,0.2,2018
Q22,Gender,Male,Mostly,0.07,2018
Q22,Gender,Male,Completely,0.03,2018
Q22,Gender,Male,Don't know,0.02,2018
Q22,Gender,Male,Refused,0,2018
