code,category,group,response,value,year
Q8,Total,Total,Never at all,0.05,2015
Q8,Total,Total,Don't know,0,2015
Q8,Total,Total,Refused,0,2015
Q9,Total,Total,Less than one year,0.07,2015
Q9,Total,Total,At least one year but less than two years,0.07,2015
Q9,Total,Total,At least two years but less than five years,0.15,2015
Q9,Total,Total,At least five years but less than ten years,0.18,2015
Q9,Total,Total,Ten years or more,0.53,2015
Q9,Total,Total,Don't know,0,2015
Q9,Total,Total,Refused,0,2015
Q10,Total,Total,I own my home,0.63,2015
Q10,Total,Total,I rent my home,0.27,2015
Q10,Total,Total,I live with family or friends who own,0.07,2015
Q10,Total,Total,I live with family or friends who rent,0.01,2015
Q10,Total,Total,Vol: I live in a Retirement Community/Senior Care,0,2015
Q10,Total,Total,Other,0.01,2015
Q10,Total,Total,Refused,0.01,2015
Q11,Total,Total,Yes,0.22,2015
Q11,Total,Total,No,0.77,2015
Q11,Total,Total,Don't know,0.01,2015
Q11,Total,Total,Refused,0,2015
Q12,Total,Total,Very satisfied,0.42,2015
Q12,Total,Total,Somewhat satisfied,0.4,2015
Q12,Total,Total,Somewhat unsatisfied,0.1,2015
Q12,Total,Total,Very unsatisfied,0.06,2015
Q12,Total,Total,Don't know,0.01,2015
Q12,Total,Total,Refused,0,2015
Q13,Total,Total,Yes,0.36,2015
Q13,Total,Total,No,0.57,2015
Q13,Total,Total,Don't know,0.07,2015
Q13,Total,Total,Refused,0,2015
Q14,Total,Total,Own a home,0.61,2015
Q14,Total,Total,Rent an apartment,0.14,2015
Q14,Total,Total,Live with family or friends who own,0.02,2015
Q14,Total,Total,Live with family or friends who rent,0.01,2015
Q14,Total,Total,Nursing home or institution,0.03,2015
Q14,Total,Total,Vol: Deceased,0.01,2015
Q14,Total,Total,Other,0.09,2015
Q14,Total,Total,Refused,0.1,2015
Q15,Total,Total,Less than one year from now,0.1,2015
Q15,Total,Total,At least one year but less than two years,0.11,2015
Q15,Total,Total,At least two years but less than five years,0.28,2015
Q15,Total,Total,At least five years but less than ten years,0.33,2015
Q15,Total,Total,Ten years or more,0.09,2015
Q15,Total,Total,Never in my lifetime,0.02,2015
Q15,Total,Total,Don't know,0.06,2015
Q15,Total,Total,Refused,0,2015
Q16A,Total,Total,Strongly agree,0.31,2015
Q16A,Total,Total,Somewhat agree,0.23,2015
Q16A,Total,Total,Somewhat disagree,0.15,2015
Q16A,Total,Total,Strongly disagree,0.31,2015
Q16A,Total,Total,Don't know,0,2015
Q16A,Total,Total,Refused,0,2015
Q16B,Total,Total,Strongly agree,0.39,2015
Q16B,Total,Total,Somewhat agree,0.2,2015
Q16B,Total,Total,Somewhat disagree,0.11,2015
Q16B,Total,Total,Strongly disagree,0.29,2015
Q16B,Total,Total,Don't know,0.01,2015
Q16B,Total,Total,Refused,0,2015
Q16C,Total,Total,Strongly agree,0.32,2015
Q16C,Total,Total,Somewhat agree,0.27,2015
Q16C,Total,Total,Somewhat disagree,0.14,2015
Q16C,Total,Total,Strongly disagree,0.25,2015
Q16C,Total,Total,Don't know,0.02,2015
Q16C,Total,Total,Refused,0,2015
Q16D,Total,Total,Strongly agree,0.41,2015
Q16D,Total,Total,Somewhat agree,0.3,2015
Q16D,Total,Total,Somewhat disagree,0.11,2015
Q16D,Total,Total,Strongly disagree,0.16,2015
Q16D,Total,Total,Don't know,0.02,2015
Q16D,Total,Total,Refused,0,2015
Q16E,Total,Total,Strongly agree,0.16,2015
Q16E,Total,Total,Somewhat agree,0.12,2015
Q16E,Total,Total,Somewhat disagree,0.16,2015
Q16E,Total,Total,Strongly disagree,0.55,2015
Q16E,Total,Total,Don't know,0.01,2015
Q16E,Total,Total,Refused,0,2015
Q16F,Total,Total,Strongly agree,0.54,2015
Q16F,Total,Total,Somewhat agree,0.29,2015
Q16F,Total,Total,Somewhat disagree,0.07,2015
Q16F,Total,Total,Strongly disagree,0.07,2015
Q16F,Total,Total,Don't know,0.03,2015
Q16F,Total,Total,Refused,0,2015
Q16G,Total,Total,Strongly agree,0.38,2015
Q16G,Total,Total,Somewhat agree,0.34,2015
Q16G,Total,Total,Somewhat disagree,0.1,2015
Q16G,Total,Total,Strongly disagree,0.11,2015
Q16G,Total,Total,Don't know,0.08,2015
Q16G,Total,Total,Refused,0,2015
Q17,Total,Total,Very likely,0.59,2015
Q17,Total,Total,Somewhat likely,0.23,2015
Q17,Total,Total,Not very likely,0.08,2015
Q17,Total,Total,Not at all likely,0.05,2015
Q17,Total,Total,Don't know,0.05,2015
Q17,Total,Total,Refused,0,2015
Q18,Total,Total,Excellent,0.27,2015
Q18,Total,Total,Very good,0.35,2015
Q18,Total,Total,Good,0.23,2015
Q18,Total,Total,Fair,0.1,2015
Q18,Total,Total,Poor,0.04,2015
Q18,Total,Total,Don't know,0,2015
Q18,Total,Total,Refused,0,2015
Q19,Total,Total,Not at all satisfied,0.03,2015
Q19,Total,Total,Only a little bit satisfied,0.05,2015
Q19,Total,Total,Somewhat satisfied,0.2,2015
Q19,Total,Total,Mostly satisfied,0.43,2015
Q19,Total,Total,Completely satisfied,0.29,2015
Q19,Total,Total,Don't know,0,2015
Q19,Total,Total,Refused,0,2015
Q20,Total,Total,Not at all,0.04,2015
Q20,Total,Total,Only a little bit,0.06,2015
Q20,Total,Total,Somewhat,0.15,2015
Q20,Total,Total,Mostly,0.35,2015
Q20,Total,Total,Completely,0.39,2015
Q20,Total,Total,Don't know,0.01,2015
Q20,Total,Total,Refused,0,2015
Q21,Total,Total,Not at all,0.51,2015
Q21,Total,Total,Only a little bit,0.21,2015
Q21,Total,Total,Somewhat,0.16,2015
Q21,Total,Total,Mostly,0.06,2015
Q21,Total,Total,Completely,0.05,2015
Q21,Total,Total,Don't know,0.01,2015
Q21,Total,Total,Refused,0,2015
Q22,Total,Total,Not at all,0.06,2015
Q22,Total,Total,Only a little bit,0.2,2015
Q22,Total,Total,Somewhat,0.3,2015
Q22,Total,Total,Mostly,0.27,2015
Q22,Total,Total,Completely,0.17,2015
Q22,Total,Total,Don't know,0,2015
Q22,Total,Total,Refused,0,2015
Q23A,Total,Total,Yes,0.28,2015
Q23A,Total,Total,No,0.7,2015
Q23A,Total,Total,Don't know,0,2015
Q23A,Total,Total,Refused,0.01,2015
Q23B,Total,Total,Yes,0.23,2015
Q23B,Total,Total,No,0.75,2015
Q23B,Total,Total,Don't know,0,2015
Q23B,Total,Total,Refused,0.01,2015
Q23C,Total,Total,Yes,0.09,2015
Q23C,Total,Total,No,0.89,2015
Q23C,Total,Total,Don't know,0,2015
Q23C,Total,Total,Refused,0.02,2015
Q23C1,Total,Total,None,0.06,2015
Q23C1,Total,Total,Once,0.15,2015
Q23C1,Total,Total,Twice,0.24,2015
Q23C1,Total,Total,Three times,0.16,2015
Q23C1,Total,Total,Four times,0.19,2015
Q23C1,Total,Total,Five or more times,0.08,2015
Q23C1,Total,Total,Vol: Never heard of it,0.04,2015
Q23C1,Total,Total,Don't know,0.07,2015
Q23C1,Total,Total,Refused,0.01,2015
Q23D,Total,Total,Yes,0.05,2015
Q23D,Total,Total,No,0.93,2015
Q23D,Total,Total,Don't know,0,2015
Q23D,Total,Total,Refused,0.02,2015
Q23E,Total,Total,Yes,0.13,2015
Q23E,Total,Total,No,0.85,2015
Q23E,Total,Total,Don't know,0,2015
Q23E,Total,Total,Refused,0.02,2015
Q23E1,Total,Total,Never (no attacks in the last 30 days),0.62,2015
Q23E1,Total,Total,Once a week or less,0.16,2015
Q23E1,Total,Total,Twice a week,0.04,2015
Q23E1,Total,Total,3 to 6 times a week,0.04,2015
Q23E1,Total,Total,Once a day,0.06,2015
Q23E1,Total,Total,More than once a day,0.07,2015
Q23E1,Total,Total,Don't know,0,2015
Q23E1,Total,Total,Refused,0,2015
Q23F,Total,Total,Yes,0.02,2015
Q23F,Total,Total,No,0.96,2015
Q23F,Total,Total,Don't know,0,2015
Q23F,Total,Total,Refused,0.02,2015
BMI,Total,Total,Underweight,0.02,2015
BMI,Total,Total,Normal weight,0.37,2015
BMI,Total,Total,Overweight,0.36,2015
BMI,Total,Total,Obese,0.26,2015
Q26,Total,Total,Yes,0.94,2015
Q26,Total,Total,No,0.05,2015
Q26,Total,Total,Don't know,0,2015
Q26,Total,Total,Refused,0.01,2015
Q27,Total,Total,Insurance obtained through a current or former employer or union [IF NEEDED: Of you or a family member],0.62,2015
Q27,Total,Total,Insurance purchased directly from an insurance company [IF NEEDED: By you or a family member],0.13,2015
Q27,Total,Total,"Medicare [IF NEEDED: For people 65 and older, or people with certain disabilities]",0.21,2015
Q27,Total,Total,"Medicaid, Medical Assistance, HUSKY or any kind of government-assistance plan [IF NEEDED: For those with low incomes or a disability]",0.14,2015
Q27,Total,Total,Any other type of health insurance plan,0.06,2015
Q27,Total,Total,Don't know,0.01,2015
Q27,Total,Total,Refused,0.01,2015
Q28,Total,Total,Yes,0.07,2015
Q28,Total,Total,No,0.92,2015
Q28,Total,Total,Don't know,0,2015
Q28,Total,Total,Refused,0,2015
Q29,Total,Total,Yes,0.21,2015
Q29,Total,Total,No,0.79,2015
Q29,Total,Total,Don't know,0,2015
Q29,Total,Total,Refused,0.01,2015
Q30A,Total,Total,Yes,0.49,2015
Q30A,Total,Total,No,0.51,2015
Q30A,Total,Total,Don't know,0,2015
Q30A,Total,Total,Refused,0,2015
Q30B,Total,Total,Yes,0.16,2015
Q30B,Total,Total,No,0.83,2015
Q30B,Total,Total,Don't know,0,2015
Q30B,Total,Total,Refused,0,2015
Q30C,Total,Total,Yes,0.28,2015
Q30C,Total,Total,No,0.7,2015
Q30C,Total,Total,Don't know,0.02,2015
Q30C,Total,Total,Refused,0,2015
Q30D,Total,Total,Yes,0.25,2015
Q30D,Total,Total,No,0.74,2015
Q30D,Total,Total,Don't know,0.01,2015
Q30D,Total,Total,Refused,0,2015
Q30E,Total,Total,Yes,0.26,2015
Q30E,Total,Total,No,0.74,2015
Q30E,Total,Total,Don't know,0.01,2015
Q30E,Total,Total,Refused,0,2015
Q30F,Total,Total,Yes,0.53,2015
Q30F,Total,Total,No,0.47,2015
Q30F,Total,Total,Don't know,0,2015
Q30F,Total,Total,Refused,0,2015
Q30G,Total,Total,Yes,0.46,2015
Q30G,Total,Total,No,0.53,2015
Q30G,Total,Total,Don't know,0.01,2015
Q30G,Total,Total,Refused,0,2015
Q30O,Total,Total,Other,0.28,2015
Q30O,Total,Total,No,0.71,2015
Q30O,Total,Total,Don't know,0.01,2015
Q30O,Total,Total,Refused,0.01,2015
Q31,Total,Total,Yes,0.08,2015
Q31,Total,Total,No,0.92,2015
Q31,Total,Total,Don't know,0,2015
Q31,Total,Total,Refused,0,2015
Q32,Total,Total,Yes,0.86,2015
Q32,Total,Total,No,0.14,2015
Q32,Total,Total,Don't know,0,2015
Q32,Total,Total,Refused,0,2015
Q33,Total,Total,More than one,0.25,2015
Q33,Total,Total,None at all,0.71,2015
Q33,Total,Total,Don't know,0.03,2015
Q33,Total,Total,Refused,0,2015
Q34,Total,Total,None,0.73,2015
Q34,Total,Total,1 to 2,0.21,2015
Q34,Total,Total,3 or more,0.05,2015
Q34,Total,Total,Don't know,0,2015
Q34,Total,Total,Refused,0.01,2015
Q35,Total,Total,Within the last 6 months,0.61,2015
Q35,Total,Total,More than 6 months but less than a year,0.15,2015
Q35,Total,Total,More than a year but less than two years,0.1,2015
Q35,Total,Total,More than two years ago,0.11,2015
Q35,Total,Total,Never have gone to a dentist,0.01,2015
Q35,Total,Total,Don't know,0,2015
Q35,Total,Total,Refused,0.01,2015
Q36,Total,Total,Never,0.46,2015
Q36,Total,Total,Almost never,0.24,2015
Q36,Total,Total,Sometimes,0.19,2015
Q36,Total,Total,Fairly often,0.05,2015
Q36,Total,Total,Very often,0.04,2015
Q36,Total,Total,Don't know,0,2015
Q36,Total,Total,Refused,0.01,2015
Q37,Total,Total,Yes,0.93,2015
Q37,Total,Total,No,0.06,2015
Q37,Total,Total,Don't know,0,2015
Q37,Total,Total,Refused,0,2015
Q38,Total,Total,None,0.17,2015
Q38,Total,Total,One,0.06,2015
Q38,Total,Total,Two,0.13,2015
Q38,Total,Total,Three,0.19,2015
Q38,Total,Total,Four,0.12,2015
Q38,Total,Total,Five,0.12,2015
Q38,Total,Total,Six,0.05,2015
Q38,Total,Total,Seven,0.16,2015
Q38,Total,Total,Don't know,0.01,2015
Q38,Total,Total,Refused,0.01,2015
Q39,Total,Total,Yes,0.08,2015
Q39,Total,Total,No,0.91,2015
Q39,Total,Total,Don't know,0,2015
Q39,Total,Total,Refused,0.01,2015
Q40,Total,Total,Yes,0.4,2015
Q40,Total,Total,No,0.6,2015
Q40,Total,Total,Don't know,0,2015
Q40,Total,Total,Refused,0,2015
Q41,Total,Total,Every day,0.26,2015
Q41,Total,Total,Some days,0.11,2015
Q41,Total,Total,Not at all,0.63,2015
Q41,Total,Total,Don't know,0,2015
Q41,Total,Total,Refused,0,2015
Q41,Total,Total,Smoking Prevalence (Based on Q40 & Q41),0.148,2015
Q42,Total,Total,Yes,0.55,2015
Q42,Total,Total,No,0.45,2015
Q42,Total,Total,Don't know,0.01,2015
Q42,Total,Total,Refused,0,2015
Q43,Total,Total,Yes,0.16,2015
Q43,Total,Total,No,0.83,2015
Q43,Total,Total,Don't know,0,2015
Q43,Total,Total,Refused,0,2015
Q44,Total,Total,None,0.6,2015
Q44,Total,Total,Less than 7 days,0.22,2015
Q44,Total,Total,7 to 14 days,0.05,2015
Q44,Total,Total,More than 14 days,0.11,2015
Q44,Total,Total,Don't know,0.03,2015
Q44,Total,Total,Refused,0,2015
Q45,Total,Total,Living comfortably,0.32,2015
Q45,Total,Total,Doing alright,0.34,2015
Q45,Total,Total,Just getting by,0.21,2015
Q45,Total,Total,Finding it difficult,0.07,2015
Q45,Total,Total,Finding it very difficult,0.04,2015
Q45,Total,Total,Don't know,0,2015
Q45,Total,Total,Refused,0.01,2015
Q46,Total,Total,Better off,0.55,2015
Q46,Total,Total,Not,0.32,2015
Q46,Total,Total,Vol: Same,0.08,2015
Q46,Total,Total,Don't know,0.05,2015
Q46,Total,Total,Refused,0.01,2015
Q47,Total,Total,Less than a month,0.18,2015
Q47,Total,Total,At least one month but less than 2,0.1,2015
Q47,Total,Total,At least 2 months but less than 6,0.16,2015
Q47,Total,Total,At least 6 months but less than a year,0.16,2015
Q47,Total,Total,At least a year but less than 2 years,0.11,2015
Q47,Total,Total,Two years or more,0.22,2015
Q47,Total,Total,Don't know,0.05,2015
Q47,Total,Total,Refused,0.02,2015
Q48,Total,Total,Yes,0.65,2015
Q48,Total,Total,"No, but would like to work",0.05,2015
Q48,Total,Total,"No, retired",0.16,2015
Q48,Total,Total,"No, homemaker",0.03,2015
Q48,Total,Total,"No, full time student",0.02,2015
Q48,Total,Total,"No, disabled",0.06,2015
Q48,Total,Total,"No, other",0.01,2015
Q48,Total,Total,Refused,0.01,2015
Q49,Total,Total,Less than 6 months,0.3,2015
Q49,Total,Total,At least 6 months but less than a year,0.18,2015
Q49,Total,Total,1 to 2 years,0.17,2015
Q49,Total,Total,2 to 4 years,0.11,2015
Q49,Total,Total,5 or more years,0.21,2015
Q49,Total,Total,Have never had a job in my lifetime,0.03,2015
Q49,Total,Total,Refused,0.02,2015
Q50,Total,Total,Full time,0.77,2015
Q50,Total,Total,Part time,0.23,2015
Q50,Total,Total,Vol: Other,0,2015
Q50,Total,Total,Refused,0,2015
Q51,Total,Total,By choice,0.69,2015
Q51,Total,Total,Rather have a full time job,0.3,2015
Q51,Total,Total,Refused,0.01,2015
Q52,Total,Total,Less than 30 hours,0.17,2015
Q52,Total,Total,30 to 49 hours,0.58,2015
Q52,Total,Total,50 to 79 hours,0.22,2015
Q52,Total,Total,80 hours or more,0.01,2015
Q52,Total,Total,Refused,0.01,2015
Q53,Total,Total,Yes,0.3,2015
Q53,Total,Total,No,0.7,2015
Q53,Total,Total,Don't know,0,2015
Q53,Total,Total,Refused,0,2015
Q54,Total,Total,More,0.46,2015
Q54,Total,Total,Less,0.3,2015
Q54,Total,Total,About the same,0.22,2015
Q54,Total,Total,Don't know,0.02,2015
Q54,Total,Total,Refused,0,2015
Q55,Total,Total,Have necessary education and training,0.71,2015
Q55,Total,Total,Need more,0.27,2015
Q55,Total,Total,Don't know,0.01,2015
Q55,Total,Total,Refused,0,2015
Q56,Total,Total,Have necessary education and training,0.6,2015
Q56,Total,Total,Need more,0.36,2015
Q56,Total,Total,Don't know,0.03,2015
Q56,Total,Total,Refused,0.01,2015
Q57,Total,Total,Drive myself,0.83,2015
Q57,Total,Total,Get a ride with friends or family,0.06,2015
Q57,Total,Total,Public bus system,0.04,2015
Q57,Total,Total,Train or railroad,0.01,2015
Q57,Total,Total,Walk,0.03,2015
Q57,Total,Total,Bicycle,0,2015
Q57,Total,Total,Take a taxi,0,2015
Q57,Total,Total,Vol: Ride paratransit,0,2015
Q57,Total,Total,Vol: Other,0.01,2015
Q57,Total,Total,Vol: I took no trips last month/Homebound,0,2015
Q57,Total,Total,Don't know,0,2015
Q57,Total,Total,Refused,0,2015
Q58,Total,Total,Less than 15 minutes,0.32,2015
Q58,Total,Total,15 to 29 minutes,0.36,2015
Q58,Total,Total,30 to 59 minutes,0.23,2015
Q58,Total,Total,60 to 89 minutes,0.05,2015
Q58,Total,Total,90 minutes or more,0.03,2015
Q58,Total,Total,Refused,0.01,2015
Q59,Total,Total,"Single, never married",0.31,2015
Q59,Total,Total,Married or civil union,0.48,2015
Q59,Total,Total,Living with partner,0.03,2015
Q59,Total,Total,Separated,0.01,2015
Q59,Total,Total,Divorced,0.09,2015
Q59,Total,Total,Widowed,0.06,2015
Q59,Total,Total,Refused,0.01,2015
Q60,Total,Total,None,0.64,2015
Q60,Total,Total,1 to 2,0.28,2015
Q60,Total,Total,3 or more,0.07,2015
Q60,Total,Total,Refused,0.01,2015
Q61,Total,Total,None,0.65,2015
Q61,Total,Total,1 to 2,0.33,2015
Q61,Total,Total,3 or more,0.01,2015
Q61,Total,Total,Refused,0,2015
Q62,Total,Total,One,0.24,2015
Q62,Total,Total,Two,0.49,2015
Q62,Total,Total,Three,0.15,2015
Q62,Total,Total,Four or more,0.1,2015
Q62,Total,Total,Refused,0.01,2015
Q63,Total,Total,A computer or tablet with internet access,0.84,2015
Q63,Total,Total,A smartphone,0.71,2015
Q63,Total,Total,A cell phone with text and calling only but no internet,0.28,2015
Q63,Total,Total,None of the above,0.05,2015
Q63,Total,Total,Refused,0.01,2015
Q64,Total,Total,Yes,0.12,2015
Q64,Total,Total,No,0.87,2015
Q64,Total,Total,Don't know,0,2015
Q64,Total,Total,Refused,0.01,2015
Q65,Total,Total,Almost every month,0.24,2015
Q65,Total,Total,Some months but not every month,0.37,2015
Q65,Total,Total,Only 1 or 2 months,0.37,2015
Q65,Total,Total,Don't know,0.01,2015
Q65,Total,Total,Refused,0,2015
Q66,Total,Total,Yes,0.06,2015
Q66,Total,Total,No,0.93,2015
Q66,Total,Total,Don't know,0,2015
Q66,Total,Total,Refused,0.01,2015
Q67,Total,Total,Yes,0.13,2015
Q67,Total,Total,No,0.86,2015
Q67,Total,Total,Don't know,0,2015
Q67,Total,Total,Refused,0.01,2015
Q68,Total,Total,Yes,0.9,2015
Q68,Total,Total,No,0.08,2015
Q68,Total,Total,Don't know,0,2015
Q68,Total,Total,Refused,0.01,2015
Q69,Total,Total,Yes,0.11,2015
Q69,Total,Total,No,0.87,2015
Q69,Total,Total,Don't know,0,2015
Q69,Total,Total,Refused,0.01,2015
Q70,Total,Total,Yes,0.09,2015
Q70,Total,Total,No,0.9,2015
Q70,Total,Total,Don't know,0,2015
Q70,Total,Total,Refused,0.01,2015
Q71,Total,Total,Yes,0.04,2015
Q71,Total,Total,No,0.95,2015
Q71,Total,Total,Don't know,0,2015
Q71,Total,Total,Refused,0.01,2015
Q72,Total,Total,Once,0.46,2015
Q72,Total,Total,Twice,0.24,2015
Q72,Total,Total,Three or more,0.27,2015
Q72,Total,Total,Refused,0.04,2015
Q73,Total,Total,Yes,0.32,2015
Q73,Total,Total,No,0.67,2015
Q73,Total,Total,Don't know,0,2015
Q73,Total,Total,Refused,0,2015
Q74,Total,Total,Yes,0.44,2015
Q74,Total,Total,No,0.56,2015
Q74,Total,Total,Don't know,0,2015
Q74,Total,Total,Refused,0,2015
Q75,Total,Total,Yes,0.47,2015
Q75,Total,Total,No,0.53,2015
Q75,Total,Total,Don't know,0,2015
Q75,Total,Total,Refused,0,2015
Q76,Total,Total,Yes,0.74,2015
Q76,Total,Total,No,0.26,2015
Q76,Total,Total,Don't know,0,2015
Q76,Total,Total,Refused,0,2015
Q77,Total,Total,Vol: Visited the scene,0.57,2015
Q77,Total,Total,Vol: Made a report,0.69,2015
Q77,Total,Total,Vol: Looked for suspect,0.33,2015
Q77,Total,Total,Vol: Filed charges,0.35,2015
Q77,Total,Total,Vol: Made an arrest,0.43,2015
Q77,Total,Total,Other,0.14,2015
Q78,Total,Total,Very satisfied,0.39,2015
Q78,Total,Total,Somewhat satisfied,0.22,2015
Q78,Total,Total,Somewhat unsatisfied,0.13,2015
Q78,Total,Total,Very unsatisfied,0.26,2015
Q78,Total,Total,Don't know,0,2015
Q78,Total,Total,Refused,0,2015
Q79,Total,Total,Yes,0.49,2015
Q79,Total,Total,No,0.5,2015
Q79,Total,Total,Don't know,0,2015
Q79,Total,Total,Refused,0,2015
Q80,Total,Total,Yes,0.93,2015
Q80,Total,Total,No,0.07,2015
Q80,Total,Total,Refused,0,2015
Q81,Total,Total,Spanish,0.57,2015
Q81,Total,Total,"Chinese (Cantonese, Mandarin)",0.04,2015
Q81,Total,Total,French,0.02,2015
Q81,Total,Total,German,0.01,2015
Q81,Total,Total,Tagalog,0,2015
Q81,Total,Total,Vietnamese,0,2015
Q81,Total,Total,Italian,0.01,2015
Q81,Total,Total,Korean,0,2015
Q81,Total,Total,Russian,0.02,2015
Q81,Total,Total,Polish,0.04,2015
Q81,Total,Total,Arabic,0.02,2015
Q81,Total,Total,Portuguese,0.03,2015
Q81,Total,Total,Japanese,0,2015
Q81,Total,Total,Other,0.2,2015
Q81,Total,Total,Refused,0.02,2015
Q82,Total,Total,Yes,0.86,2015
Q82,Total,Total,No,0.13,2015
Q82,Total,Total,Refused,0.01,2015
Q83,Total,Total,A naturalized U.S. citizen,0.59,2015
Q83,Total,Total,A legal permanent resident or green card holder,0.26,2015
Q83,Total,Total,Not a permanent resident but have some other type of visa,0.08,2015
Q83,Total,Total,None of these,0.06,2015
Q83,Total,Total,Don't know,0,2015
Q83,Total,Total,Refused,0,2015
Q84,Total,Total,Less than 5,0.11,2015
Q84,Total,Total,5 to 10,0.12,2015
Q84,Total,Total,11 to 20,0.29,2015
Q84,Total,Total,More than 20,0.47,2015
Q84,Total,Total,Refused,0.01,2015
Q1,Gender,Male,Yes,0.81,2015
Q1,Gender,Male,No,0.18,2015
Q1,Gender,Male,Don't know,0.01,2015
Q1,Gender,Male,Refused,0,2015
Q2,Gender,Male,Much better,0.08,2015
Q2,Gender,Male,Somewhat better,0.22,2015
Q2,Gender,Male,About the same,0.49,2015
Q2,Gender,Male,Somewhat worse,0.14,2015
Q2,Gender,Male,Much worse,0.07,2015
Q2,Gender,Male,Don't know,0.01,2015
Q2,Gender,Male,Refused,0,2015
Q3A,Gender,Male,Excellent,0.1,2015
Q3A,Gender,Male,Good,0.32,2015
Q3A,Gender,Male,Fair,0.29,2015
Q3A,Gender,Male,Poor,0.15,2015
Q3A,Gender,Male,Don't know enough about it in order to say,0.13,2015
Q3A,Gender,Male,Refused,0,2015
Q3B,Gender,Male,Excellent,0.29,2015
Q3B,Gender,Male,Good,0.46,2015
Q3B,Gender,Male,Fair,0.17,2015
Q3B,Gender,Male,Poor,0.05,2015
Q3B,Gender,Male,Don't know enough about it in order to say,0.02,2015
Q3B,Gender,Male,Refused,0,2015
Q3C,Gender,Male,Excellent,0.29,2015
Q3C,Gender,Male,Good,0.45,2015
Q3C,Gender,Male,Fair,0.15,2015
Q3C,Gender,Male,Poor,0.07,2015
Q3C,Gender,Male,Don't know enough about it in order to say,0.04,2015
Q3C,Gender,Male,Refused,0,2015
Q3D,Gender,Male,Excellent,0.07,2015
Q3D,Gender,Male,Good,0.31,2015
Q3D,Gender,Male,Fair,0.33,2015
Q3D,Gender,Male,Poor,0.18,2015
Q3D,Gender,Male,Don't know enough about it in order to say,0.12,2015
Q3D,Gender,Male,Refused,0,2015
Q3E,Gender,Male,Excellent,0.33,2015
Q3E,Gender,Male,Good,0.38,2015
Q3E,Gender,Male,Fair,0.16,2015
Q3E,Gender,Male,Poor,0.08,2015
